line_id,country,sha256,locator,ordinal,label,classification,own_status,own_status_axis,own_sector,groups,recorded_at,notes
vnm-rmp-2023-annex-i.1-1,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 155; printed pages 139; ordinal 1,1,1 Long Tao Hydropower plan Dien Bien 44 MW 2021-2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-2,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 155; printed pages 139; ordinal 2,2,2 Yen Son Hydropower plan Tuyen Quang 90 MW 2021-2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-3,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 155; printed pages 139; ordinal 3,3,3 Song Lo 6 Hydropower plan Tuyen Quang 60 MW 2021-2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-4,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 155; printed pages 139; ordinal 4,4,4 Song Lo 7 Hydropower plan Tuyen Quang 36 MW 2021-2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-5,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 155; printed pages 139; ordinal 5,5,5 Pac Ma Hydropower plan Lai Chau 160 MW 2021-2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-6,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 155; printed pages 139; ordinal 6,6,"6 Nam Cum 1,4,5 Hydropower plan Lai Chau 95.8 MW 2021-2030 Decision No. 500/QD-TTg PDP8",heading,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-7,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 155; printed pages 139; ordinal 7,7,"7 Nam Cum 2,3,6 Hydropower plan Lai Chau 79.5 MW 2021-2030 Decision No. 500/QD-TTg PDP8",heading,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-8,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 155; printed pages 139; ordinal 8,8,8 Hoi Xuan Hydropower plan Thanh Hoa 102 MW 2021-2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-9,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 155; printed pages 139; ordinal 9,9,9 Song Hieu (Ban Mong) Hydropower plan Nghe An 45 MW 2021-2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-10,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 155; printed pages 139; ordinal 10,10,10 Phu Tan 2 Hydropower plan Dong Nai 93 MW 2021-2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-11,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 155; printed pages 139; ordinal 11,11,11 Duc Thanh Hydropower plan Binh Phuoc 40 MW 2021-2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-12,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 155; printed pages 139; ordinal 12,12,12 La Ngau Hydropower plan Binh Thuan 46 MW 2021-2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-13,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 155; printed pages 139; ordinal 13,13,13 Thanh Son Hydropower plan Dong Nai 40 MW 2021-2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-14,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 155; printed pages 139; ordinal 14,14,14 Cam Thuy 2 Hydropower plan Thanh Hoa 38 MW 2021-2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-15,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 155; printed pages 139; ordinal 15,15,15 My Ly Hydropower plan Nghe An 120 MW 2021-2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-16,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 155; printed pages 139; ordinal 16,16,16 Nam Mo 1 Hydropower plan Nghe An 51 MW 2021-2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-17,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 155; printed pages 139; ordinal 17,17,17 Đak Mi 2 Hydropower plan Kon Tum 147 MW 2021-2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-18,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 156; printed pages 140; ordinal 18,18,18 Song Tranh 4 Hydropower plan Quang Nam 48 MW 2021-2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-19,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 156; printed pages 140; ordinal 19,19,19 Đak Mi 1 Hydropower plan Kon Tum 84 MW 2021-2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-20,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 156; printed pages 140; ordinal 20,20,20 Thuong Kon Tum Hydropower plan Kon Tum 220 MW 2021-2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-21,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 156; printed pages 140; ordinal 21,21,21 Thien Tan 1.4 Solar Farm Ninh Thuan 79 MW 2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-22,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 156; printed pages 140; ordinal 22,22,22 KN Tri An Floating Solar Farm Dong Nai 928 MW 2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-23,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 156; printed pages 140; ordinal 23,23,23 Buon Tua Srah Floating Solar Farm 312 MW 2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-24,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 156; printed pages 140; ordinal 24,24,24 Mi Floating Solar Farm 80 MW 2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-25,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 156; printed pages 140; ordinal 25,25,25 Ialy Gia Lai Floating Solar Farm Gia Lai 400 MW 2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
vnm-rmp-2023-annex-i.1-26,VNM,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,Annex I.1; PDF pages 156; printed pages 140; ordinal 26,26,26 Vuc Mau Floating Solar Farm Nghe An 160 MW 2030 Decision No. 500/QD-TTg PDP8,named_item,,,,,2026-09-23,
