line_id,country,sha256,locator,ordinal,label,classification,own_status,own_status_axis,own_sector,groups,recorded_at,notes
idn-cipp-2023-cpr-mirror-bioenergy-1,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 1",1,PLTBg Air Upas,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-2,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 2",2,PLTSa Bandung,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-3,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 3",3,PLTBg Kendawangan,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-4,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 4",4,PLTBg Nanga Tayap,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-5,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 5",5,PLTBg Sei Melayu,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-6,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 6",6,PLTBio Bacan,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-7,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 7",7,PLTBio Bangka,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-8,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 8",8,PLTBio Belitung,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-9,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 9",9,PLTBio Buru,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-10,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 10",10,PLTBio Dodo,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-11,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 11",11,PLTBio Halmahera,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-12,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 12",12,PLTBio Kepri,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-13,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 13",13,PLTBio Khatulistiwa,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-14,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 14",14,PLTBio Mahakam,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-15,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 15",15,PLTBio Mahakam,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-16,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 16",16,PLTBio Nias,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-17,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 17",17,PLTBio Sanana,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-18,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 18",18,PLTBio Saumlaki,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-19,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 19",19,PLTBio Sulbagsel,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-20,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 20",20,PLTBio Sulbagsel,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-21,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 21",21,PLTBio Sulbagut,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-22,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 22",22,PLTBio Tual,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-23,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 23",23,PLTBm Kaimana,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-24,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 24",24,PLTBm Langsa,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-25,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 25",25,PLTBm Merauke,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-26,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 26",26,PLTBm Sumbawa,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-27,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 27",27,PLTSa Bekasi,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-28,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 28",28,PLTSa Makassar,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-29,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 29",29,PLTSa Palembang,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-30,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 30",30,PLTSa Tangerang,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-31,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 31",31,PLTSa Tangerang Selatan,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-32,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 32",32,PLTSa Semarang,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-bioenergy-33,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.5, row 33",33,PLTSa Sulbagut,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-coal-retirement-1,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.2, row 1",1,PLTU Pelabuhan Ratu,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-coal-retirement-2,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.2, row 2",2,PLTU Cirebon-1,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-geothermal-1,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 1",1,PLTP Arjuno Welirang,named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-geothermal-2,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 2",2,PLTP Baturaden (FTP2),named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-geothermal-3,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 3",3,PLTP Baturaden (FTP2),named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
idn-cipp-2023-cpr-mirror-geothermal-4,IDN,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 4",4,PLTP Baturaden (FTP2),named_item,,,,,2026-09-23,CIPP priority-project line; plan values are not financing events
