pays,serie,taux_pct
Viêt Nam,norme h=3,20.4200592812282
Viêt Nam,norme h=3,20.4200592812282
Viêt Nam,norme h=3,0.0
Viêt Nam,norme h=3,0.0
Viêt Nam,norme h=3,0.0
Viêt Nam,norme h=3,60.701494366610845
Viêt Nam,norme h=3,2.778286895161635
Viêt Nam,norme h=3,13.28050736887878
Viêt Nam,norme h=3,13.28051195566223
Viêt Nam,norme h=3,64.09452320490672
Viêt Nam,norme h=3,48.39053968412077
Viêt Nam,norme h=3,0.39283419889736254
Viêt Nam,norme h=3,93.28294789576405
Viêt Nam,norme h=3,93.28294789576405
Viêt Nam,norme h=3,93.28294789576405
Viêt Nam,norme h=3,93.28289369061997
Viêt Nam,norme h=3,12.54058886450041
Viêt Nam,norme h=3,24.857916497795937
Viêt Nam,norme h=3,20.081898528637964
Viêt Nam,norme h=3,99.3317343177259
Viêt Nam,norme h=3,75.40198111558742
Viêt Nam,norme h=3,0.0
Viêt Nam,norme h=3,75.50184663662705
Viêt Nam,norme h=3,0.0
Viêt Nam,norme h=3,15.45949442795299
Viêt Nam,norme h=3,10.03891980647477
Viêt Nam,norme h=3,0.43884811576651633
Viêt Nam,norme h=3,11.86576320469961
Viêt Nam,norme h=3,0.0
Viêt Nam,norme h=3,18.532074241273865
Viêt Nam,norme h=3,82.06590642466408
Viêt Nam,norme h=3,37.34098373637551
Viêt Nam,norme h=3,0.0
Viêt Nam,norme h=3,0.0
Viêt Nam,norme h=3,97.52462744012774
Viêt Nam,norme h=3,51.748861107882696
Viêt Nam,norme h=3,92.7494756151571
Viêt Nam,norme h=3,18.495335332558067
Viêt Nam,norme h=3,1.6803423539026283
Viêt Nam,norme h=3,89.17349818253156
Viêt Nam,norme h=3,34.44500637199377
Viêt Nam,norme h=3,1.776680118935536
Viêt Nam,norme h=3,15.020447611704917
Viêt Nam,norme h=3,0.34113259772089677
Viêt Nam,norme h=3,43.81727408363028
Viêt Nam,norme h=3,0.10729492261245524
Viêt Nam,norme h=3,93.47100076428426
Viêt Nam,norme h=4,36.63805376042958
Viêt Nam,norme h=4,36.63805376042958
Viêt Nam,norme h=4,0.0
Viêt Nam,norme h=4,0.0
Viêt Nam,norme h=4,0.0
Viêt Nam,norme h=4,75.61062600791158
Viêt Nam,norme h=4,2.778286895161635
Viêt Nam,norme h=4,25.76816935674815
Viêt Nam,norme h=4,25.768178414728872
Viêt Nam,norme h=4,90.25200156116688
Viêt Nam,norme h=4,55.44635632703915
Viêt Nam,norme h=4,0.39283419889736254
Viêt Nam,norme h=4,93.28294789576405
Viêt Nam,norme h=4,93.28294789576405
Viêt Nam,norme h=4,93.28294789576405
Viêt Nam,norme h=4,93.28289369061997
Viêt Nam,norme h=4,12.54058886450041
Viêt Nam,norme h=4,68.55664629748293
Viêt Nam,norme h=4,36.93484598503684
Viêt Nam,norme h=4,100.07453474521839
Viêt Nam,norme h=4,76.61080872706351
Viêt Nam,norme h=4,0.0
Viêt Nam,norme h=4,89.62461447967415
Viêt Nam,norme h=4,0.0
Viêt Nam,norme h=4,20.588792739104484
Viêt Nam,norme h=4,10.03891980647477
Viêt Nam,norme h=4,0.43884811576651633
Viêt Nam,norme h=4,31.608314264669275
Viêt Nam,norme h=4,0.0
Viêt Nam,norme h=4,18.532074241273865
