agreement_id,country,instrument,modality,sector,currency,tranche_of,notes
agreement-zaf-register-actip001,ZAF,Grants,unknown,Skills,USD,,Legacy zaf-register-actip001; Skills Research Programme
agreement-zaf-register-actip002,ZAF,Grants,unknown,JT-Mpumalanga,USD,,Legacy zaf-register-actip002; JT-Mpumalanga Community Development: Organisational Development
agreement-zaf-register-can001,ZAF,Grants,unknown,Skills,CAD,,Legacy zaf-register-can001; Skills Research Programme
agreement-zaf-register-can002,ZAF,Grants,unknown,Skills,CAD,,Legacy zaf-register-can002; Just Transition Support Programme
agreement-zaf-register-can003,ZAF,Grants,unknown,Skills,CAD,,Legacy zaf-register-can003; Just Transition Support Programme
agreement-zaf-register-can004,ZAF,Grants,unknown,Skills,CAD,,Legacy zaf-register-can004; Just Transition Support Programme
agreement-zaf-register-can005,ZAF,Grants,unknown,Skills,CAD,,Legacy zaf-register-can005; JET SEP Skills Planning & Data Systems
agreement-zaf-register-can006,ZAF,Grants,unknown,Skills,CAD,,Legacy zaf-register-can006; JET SEP Working Group Facilitation
agreement-zaf-register-can007,ZAF,Grants,unknown,Skills,CAD,,Legacy zaf-register-can007; JET SEP TVET Lecturer Development
agreement-zaf-register-can008,ZAF,Grants,unknown,Skills,CAD,,Legacy zaf-register-can008; JET SEP Workplace-Based Learning Expansion
agreement-zaf-register-dk001,ZAF,Grants,unknown,Electricity,DKK,,Legacy zaf-register-dk001; Electricity Grid Infrastructure Programme
agreement-zaf-register-dk002,ZAF,Grants,unknown,Electricity,DKK,,Legacy zaf-register-dk002; Electricity Grid Infrastructure Programme
agreement-zaf-register-dk003,ZAF,Grants,unknown,JT-Mpumalanga,DKK,,Legacy zaf-register-dk003; JT-Mpumalanga Wind Energy: Mining Rights Mapping
agreement-zaf-register-dk004,ZAF,Grants,unknown,JT-Mpumalanga,DKK,,Legacy zaf-register-dk004; Municipal Climate Resilience Programme: Alternative Service Delivery in Nomzamo
agreement-zaf-register-dk005,ZAF,Grants,unknown,JT-Mpumalanga,DKK,,Legacy zaf-register-dk005; JT-Mpumalanga Wind Energy: Mpumalanga Wind Atlas
agreement-zaf-register-dk006,ZAF,Grants,unknown,Electricity,DKK,,Legacy zaf-register-dk006; Just Transition Support Programme
agreement-zaf-register-dk008,ZAF,Grants,unknown,Skills,DKK,,Legacy zaf-register-dk008; Skills Research Programme
agreement-zaf-register-dk009,ZAF,Grants,unknown,Skills,DKK,,Legacy zaf-register-dk009; Skills Research Programme
agreement-zaf-register-dk010,ZAF,Grants,unknown,Skills,DKK,,Legacy zaf-register-dk010; Skills Research Programme
agreement-zaf-register-dk011,ZAF,Grants,unknown,Skills,DKK,,Legacy zaf-register-dk011; Skills Capacity Development Initiative
agreement-zaf-register-dk012,ZAF,Grants,unknown,JT-Mpumalanga,DKK,,Legacy zaf-register-dk012; JT-Mpumalanga Skills Development: Green Entrepreneurship Skills
agreement-zaf-register-dk013,ZAF,Grants,unknown,Electricity,DKK,,Legacy zaf-register-dk013; Electricity Infrastructure Development
agreement-zaf-register-dk014,ZAF,Grants,unknown,Electricity,DKK,,Legacy zaf-register-dk014; Electricity Wind Energy Project
agreement-zaf-register-dk015,ZAF,"Commercial Debt, Equity & Guarantees",unknown,Electricity,USD,,Legacy zaf-register-dk015; Sturdee Energy Equity Investment
agreement-zaf-register-dk018,ZAF,Grants,unknown,Electricity,DKK,,Legacy zaf-register-dk018; SADEPP
agreement-zaf-register-dk019,ZAF,Grants,unknown,Skills,DKK,,Legacy zaf-register-dk019; JET Youth seminar
agreement-zaf-register-dk020,ZAF,Grants,unknown,JT-Mpumalanga,DKK,,Legacy zaf-register-dk020; Reducing Food Loss and Waste (FLW) and Building Climate Resilience Among Smallholder Farmers in South Africa
agreement-zaf-register-eu001,ZAF,Grants,unknown,Electricity,EUR,,Legacy zaf-register-eu001; PCC Energy Modelling Support
agreement-zaf-register-eu002,ZAF,Grants,unknown,Electricity,EUR,,Legacy zaf-register-eu002; Climate Champions CSO Programme
agreement-zaf-register-eu003,ZAF,Grants,unknown,JT-Mpumalanga,EUR,,Legacy zaf-register-eu003; PCC Stakeholder and Community Engagement Support
agreement-zaf-register-eu004,ZAF,Grants,unknown,Electricity,EUR,,Legacy zaf-register-eu004; PCC Energy Modelling Support
agreement-zaf-register-eu005,ZAF,Grants,unknown,Municipalities,EUR,,Legacy zaf-register-eu005; Municipal Climate Resilience Programme
agreement-zaf-register-eu006,ZAF,Grants,unknown,Skills,EUR,,Legacy zaf-register-eu006; Skills Research Programme
agreement-zaf-register-eu007,ZAF,Grants,unknown,Skills,EUR,,Legacy zaf-register-eu007; Skills Research Programme
agreement-zaf-register-eu008,ZAF,Grants,unknown,Electricity,EUR,,Legacy zaf-register-eu008; Green Hydrogen Infrastructure Development
agreement-zaf-register-eu010,ZAF,Grants,unknown,Skills,EUR,,Legacy zaf-register-eu010; Skills Research Programme
agreement-zaf-register-eu011,ZAF,Grants,unknown,Energy Efficiency,EUR,,Legacy zaf-register-eu011; Technical Assistance Facility Support to South Africa's Just Energy Transition
agreement-zaf-register-eu012,ZAF,Grants,unknown,Skills,EUR,,Legacy zaf-register-eu012; Green Hydrogen Development Programme
agreement-zaf-register-eu013,ZAF,Grants,unknown,JT-Mpumalanga,EUR,,Legacy zaf-register-eu013; JT-Mpumalanga Solar Energy: MSME Green Energy Finance Support
agreement-zaf-register-eu014,ZAF,Grants,unknown,Electricity,EUR,,Legacy zaf-register-eu014; Electricity Technical Assistance Programme
agreement-zaf-register-eu015,ZAF,Grants,unknown,Green hydrogen,EUR,,Legacy zaf-register-eu015; Green Hydrogen Development Programme
agreement-zaf-register-eu016,ZAF,"Commercial Debt, Equity & Guarantees",unknown,NEVs,EUR,,Legacy zaf-register-eu016; Green Hydrogen Infrastructure Development
agreement-zaf-register-eu017,ZAF,Grants,unknown,Electricity,EUR,,"Legacy zaf-register-eu017; For audits for Skills, MSME and TA Facility"
agreement-zaf-register-eu018,ZAF,Grants,unknown,Skills,EUR,,Legacy zaf-register-eu018; Municipal Climate Resilience Programme
agreement-zaf-register-eu019,ZAF,Grants,unknown,Road to Rail,EUR,,Legacy zaf-register-eu019; IIPSA Grant - EIB- JETP
agreement-zaf-register-eu020,ZAF,Grants,unknown,Green hydrogen,EUR,,Legacy zaf-register-eu020; Support to Southern Africa's green hydrogen value chain — implemented by Climate Investor 3
agreement-zaf-register-eu021,ZAF,Grants,unknown,Green hydrogen,EUR,,Legacy zaf-register-eu021; PtX Blended Facility
agreement-zaf-register-fr001,ZAF,Grants,unknown,Electricity,EUR,,Legacy zaf-register-fr001; Electricity Technical Assistance Programme
agreement-zaf-register-fr002,ZAF,Grants,unknown,Electricity,EUR,,Legacy zaf-register-fr002; Electricity Solar Energy Project
agreement-zaf-register-fr003,ZAF,Grants,unknown,JT-Mpumalanga,EUR,,Legacy zaf-register-fr003; Municipal Climate Resilience Programme: Steve Tshwete Diversification Support
agreement-zaf-register-fr004,ZAF,Grants,unknown,JT-Mpumalanga,EUR,,Legacy zaf-register-fr004; Municipal Climate Resilience Programme: Steve Tshwete Community Explorer
agreement-zaf-register-fr005,ZAF,Grants,unknown,JT-Mpumalanga,EUR,,Legacy zaf-register-fr005; Mpumalanga Just Transition Programme: Participatory Energy Transition Co-design
agreement-zaf-register-fr006,ZAF,Grants,unknown,JT-Mpumalanga,EUR,,Legacy zaf-register-fr006; Municipal Climate Resilience Programme: Emalahleni Energy Poverty Study
agreement-zaf-register-fr007,ZAF,Grants,unknown,Electricity,EUR,,Legacy zaf-register-fr007; Electricity Solar Energy Project
agreement-zaf-register-fr009,ZAF,Grants,unknown,JT-Mpumalanga,EUR,,Legacy zaf-register-fr009; Mpumalanga Just Transition Programme: Steve Tshwete Social Policy Mapping
agreement-zaf-register-fr010,ZAF,Grants,unknown,JT-Mpumalanga,EUR,,Legacy zaf-register-fr010; Mpumalanga Just Transition Programme: Mining Ghost Town Revitalisation Study
agreement-zaf-register-fr011,ZAF,Grants,unknown,JT-Mpumalanga,EUR,,Legacy zaf-register-fr011; PCC Just Transition Partnering Implementation Model
agreement-zaf-register-fr012,ZAF,Grants,unknown,Skills,EUR,,Legacy zaf-register-fr012; Just Transition Support Programme
agreement-zaf-register-fr013,ZAF,Grants,unknown,Skills,EUR,,Legacy zaf-register-fr013; Skills Communication Initiative
agreement-zaf-register-fr014,ZAF,Grants,unknown,Skills,EUR,,Legacy zaf-register-fr014; Just Transition Support Programme
agreement-zaf-register-fr015,ZAF,Grants,unknown,JT-Mpumalanga,EUR,,Legacy zaf-register-fr015; Mpumalanga Just Transition Programme: Social Protection Financing Study
agreement-zaf-register-fr016,ZAF,Grants,unknown,JT-Mpumalanga,EUR,,Legacy zaf-register-fr016; Mpumalanga Just Transition Programme: Nkangala Skills Ecosystem Mapping
agreement-zaf-register-fr017,ZAF,Grants,unknown,Skills,EUR,,Legacy zaf-register-fr017; Municipal Climate Resilience Programme
agreement-zaf-register-fr019,ZAF,Grants,unknown,Skills,EUR,,Legacy zaf-register-fr019; Skills Technical Assistance Programme
agreement-zaf-register-fr020,ZAF,Grants,unknown,JT-Mpumalanga,EUR,,Legacy zaf-register-fr020; JT-Mpumalanga Community Development: JET Funding Platform Operationalisation
agreement-zaf-register-fr021,ZAF,Grants,unknown,JT-Mpumalanga,EUR,,Legacy zaf-register-fr021; JT-Mpumalanga Community Development: Komati Socio-economic Support
agreement-zaf-register-fr022,ZAF,Grants,unknown,JT-Mpumalanga,EUR,,Legacy zaf-register-fr022; JT-Mpumalanga Community Development: Gender Mainstreaming Support
agreement-zaf-register-fp001-1,ZAF,Grants,unknown,JT-Mpumalanga,ZAR,,Legacy zaf-register-fp001-1; Social Employment Fund -Komati
agreement-zaf-register-fp001-2,ZAF,Grants,unknown,Skills,ZAR,,Legacy zaf-register-fp001-2; TIPs: Just Transition Labour Centre
agreement-zaf-register-fp001-3,ZAF,Grants,unknown,Skills,ZAR,,Legacy zaf-register-fp001-3; JET-Skilling for Employment in Action
agreement-zaf-register-fp001-4,ZAF,Grants,unknown,JT-Mpumalanga,ZAR,,Legacy zaf-register-fp001-4; Dipaleseng Just Energy Transition Indalopreneur project (D JET-IP)
agreement-zaf-register-fp001-5,ZAF,Grants,unknown,NEVs,EUR,,Legacy zaf-register-fp001-5; Electrifying the South African Minibus Taxi
agreement-zaf-register-gr001,ZAF,Grants,unknown,Electricity,EUR,,Legacy zaf-register-gr001; Electricity Technical Assistance Programme
agreement-zaf-register-gr002,ZAF,Grants,unknown,Electricity,EUR,,"Legacy zaf-register-gr002; SAGEN CET ""“ Capacities for the Energy Transition"
agreement-zaf-register-gr003,ZAF,Grants,unknown,Electricity,EUR,,"Legacy zaf-register-gr003; SAGEN ""“ South African-German Energy Programme IV"
agreement-zaf-register-gr004,ZAF,Grants,unknown,Green hydrogen,EUR,,Legacy zaf-register-gr004; PtX Hub
agreement-zaf-register-gr006,ZAF,Grants,unknown,Electricity,EUR,,"Legacy zaf-register-gr006; SAGEN CET II ""“ Capacities for the Energy Transition"
agreement-zaf-register-gr007,ZAF,Grants,unknown,JT-Mpumalanga,EUR,,Legacy zaf-register-gr007; Just Transition to a Decarbonised Economy (JUST SA)
agreement-zaf-register-gr008,ZAF,Grants,unknown,Electricity,EUR,,Legacy zaf-register-gr008; Electricity Community Development Initiative
agreement-zaf-register-gr009,ZAF,Grants,unknown,Electricity,EUR,,Legacy zaf-register-gr009; Electricity Infrastructure Development
agreement-zaf-register-gr011,ZAF,Grants,unknown,Green hydrogen,EUR,,Legacy zaf-register-gr011; Green Hydrogen Infrastructure Development
agreement-zaf-register-gr012,ZAF,Grants,unknown,Green hydrogen,EUR,,Legacy zaf-register-gr012; H2.SA Promoting a South African green and sustainable hydrogen economy.
agreement-zaf-register-gr013,ZAF,Grants,unknown,Skills,EUR,,Legacy zaf-register-gr013; Skills Development Programme
agreement-zaf-register-gr014,ZAF,Grants,unknown,Skills,EUR,,Legacy zaf-register-gr014; Skills Development Programme
agreement-zaf-register-gr014b,ZAF,Grants,unknown,Skills,EUR,,Legacy zaf-register-gr014b; Skills4Jet II
agreement-zaf-register-gr015,ZAF,Grants,unknown,Skills,EUR,,Legacy zaf-register-gr015; Career Path Development for Employment (CPD4E)
agreement-zaf-register-gr016,ZAF,Grants,unknown,Skills,EUR,,Legacy zaf-register-gr016; Support to the Presidential Youth Employment Intervention - S2PYEI
agreement-zaf-register-gr017,ZAF,Grants,unknown,Municipalities,EUR,,Legacy zaf-register-gr017; Climate Support Programme (CSP 4)
agreement-zaf-register-gr018,ZAF,Grants,unknown,JT-Mpumalanga,EUR,,Legacy zaf-register-gr018; Green Economy Transition (GET)
agreement-zaf-register-gr019,ZAF,Grants,unknown,JT-Mpumalanga,EUR,,Legacy zaf-register-gr019; JT-Mpumalanga Community Development: Peer Learning Exchange
agreement-zaf-register-gr020,ZAF,Grants,unknown,JT-Mpumalanga,EUR,,Legacy zaf-register-gr020; JT-Mpumalanga Capacity Development: Subnational JET Capacity Building
agreement-zaf-register-gr021,ZAF,Grants,unknown,Green hydrogen,EUR,,Legacy zaf-register-gr021; Green Hydrogen Research Programme
agreement-zaf-register-gr022,ZAF,Grants,unknown,Green hydrogen,EUR,,Legacy zaf-register-gr022; Green Hydrogen Technical Assistance Programme
agreement-zaf-register-gr023,ZAF,Grants,unknown,Skills,EUR,,Legacy zaf-register-gr023; Skills Research Programme
agreement-zaf-register-gr024,ZAF,Grants,unknown,Skills,EUR,,Legacy zaf-register-gr024; Skills Research Programme
agreement-zaf-register-gr025,ZAF,Concessional loans,unknown,Electricity,EUR,,Legacy zaf-register-gr025; Power Sector Reform Programme
agreement-zaf-register-gr026,ZAF,Concessional loans,unknown,Electricity,EUR,,Legacy zaf-register-gr026; Renewable Energy & Green Hydrogen Financing Facility (REGHF)
