event_id,date_role,event_precision,event_start,event_end,observed_on,reported_on,date_note
zaf-register-actip001-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-actip002-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-can001-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-can002-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-can003-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-can004-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-can005-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-can006-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-can007-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-can008-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-dk001-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-dk002-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-dk003-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-dk004-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-dk005-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-dk006-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-dk008-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-dk009-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-dk010-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-dk011-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-dk012-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-dk013-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-dk014-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-dk015-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-dk018-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-dk019-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-dk020-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-eu001-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-eu002-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-eu003-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-eu004-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-eu005-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-eu006-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-eu007-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-eu008-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-eu010-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-eu011-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-eu012-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-eu013-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-eu014-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-eu015-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-eu016-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-eu017-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-eu018-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-eu019-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-eu020-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-eu021-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fr001-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fr002-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fr003-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fr004-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fr005-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fr006-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fr007-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fr009-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fr010-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fr011-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fr012-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fr013-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fr014-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fr015-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fr016-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fr017-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fr019-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fr020-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fr021-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fr022-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fp001-1-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fp001-2-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fp001-3-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fp001-4-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-fp001-5-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-gr001-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-gr002-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-gr003-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-gr004-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-gr006-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-gr007-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-gr008-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
zaf-register-gr009-2026-03-30,register,unknown,,,,2026-03-30,Register date; financing signature timing unverified.
